Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Liechtenstein,LIE,2021,Agricultural land (sq. km),AG.LND.AGRI.K2,51.7
Liechtenstein,LIE,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,51.7
Liechtenstein,LIE,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,51.7
Liechtenstein,LIE,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,51.8
Liechtenstein,LIE,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,51.8
Liechtenstein,LIE,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,52
Liechtenstein,LIE,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,52.2
Liechtenstein,LIE,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,52.4
Liechtenstein,LIE,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,53.4
Liechtenstein,LIE,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,54.7
Liechtenstein,LIE,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,56
Liechtenstein,LIE,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,57.3
Liechtenstein,LIE,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,58.6
Liechtenstein,LIE,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,59.9
Liechtenstein,LIE,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,61.2
Liechtenstein,LIE,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,62.5
Liechtenstein,LIE,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,63.8
Liechtenstein,LIE,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,65.1
Liechtenstein,LIE,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,66.4
Liechtenstein,LIE,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,67.7
Liechtenstein,LIE,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,69
Liechtenstein,LIE,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,70
Liechtenstein,LIE,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,80
Liechtenstein,LIE,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,80
Liechtenstein,LIE,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,80
Liechtenstein,LIE,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,80
Liechtenstein,LIE,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,90
Liechtenstein,LIE,2022,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.3125
Liechtenstein,LIE,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.3125
Liechtenstein,LIE,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.3125
Liechtenstein,LIE,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.3125
Liechtenstein,LIE,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.375
Liechtenstein,LIE,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.375
Liechtenstein,LIE,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.5
Liechtenstein,LIE,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.625
Liechtenstein,LIE,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.75
Liechtenstein,LIE,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.375
Liechtenstein,LIE,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.1875
Liechtenstein,LIE,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,35
Liechtenstein,LIE,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.8125
Liechtenstein,LIE,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.625
Liechtenstein,LIE,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.4375
Liechtenstein,LIE,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.25
Liechtenstein,LIE,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.0625
Liechtenstein,LIE,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.875
Liechtenstein,LIE,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.6875
Liechtenstein,LIE,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.5
Liechtenstein,LIE,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.3125
Liechtenstein,LIE,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.125
Liechtenstein,LIE,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75
Liechtenstein,LIE,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,50
Liechtenstein,LIE,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,50
Liechtenstein,LIE,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,50
Liechtenstein,LIE,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,50
Liechtenstein,LIE,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.25
Liechtenstein,LIE,2021,Arable land (hectares),AG.LND.ARBL.HA,1730
Liechtenstein,LIE,2020,Arable land (hectares),AG.LND.ARBL.HA,1730
Liechtenstein,LIE,2019,Arable land (hectares),AG.LND.ARBL.HA,1730
Liechtenstein,LIE,2018,Arable land (hectares),AG.LND.ARBL.HA,1740
Liechtenstein,LIE,2017,Arable land (hectares),AG.LND.ARBL.HA,1750
Liechtenstein,LIE,2016,Arable land (hectares),AG.LND.ARBL.HA,1780
Liechtenstein,LIE,2015,Arable land (hectares),AG.LND.ARBL.HA,1810
Liechtenstein,LIE,2014,Arable land (hectares),AG.LND.ARBL.HA,1830
Liechtenstein,LIE,2013,Arable land (hectares),AG.LND.ARBL.HA,1940
Liechtenstein,LIE,2012,Arable land (hectares),AG.LND.ARBL.HA,2070
Liechtenstein,LIE,2011,Arable land (hectares),AG.LND.ARBL.HA,2200
Liechtenstein,LIE,2010,Arable land (hectares),AG.LND.ARBL.HA,2330
Liechtenstein,LIE,2009,Arable land (hectares),AG.LND.ARBL.HA,2460
Liechtenstein,LIE,2008,Arable land (hectares),AG.LND.ARBL.HA,2590
Liechtenstein,LIE,2007,Arable land (hectares),AG.LND.ARBL.HA,2720
Liechtenstein,LIE,2006,Arable land (hectares),AG.LND.ARBL.HA,2850
Liechtenstein,LIE,2005,Arable land (hectares),AG.LND.ARBL.HA,2980
Liechtenstein,LIE,2004,Arable land (hectares),AG.LND.ARBL.HA,3110
Liechtenstein,LIE,2003,Arable land (hectares),AG.LND.ARBL.HA,3240
Liechtenstein,LIE,2002,Arable land (hectares),AG.LND.ARBL.HA,3370
Liechtenstein,LIE,2001,Arable land (hectares),AG.LND.ARBL.HA,3900
Liechtenstein,LIE,2000,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1999,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1998,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1997,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1996,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1995,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1994,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1993,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1992,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1991,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1990,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1989,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1988,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1987,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1986,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1985,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1984,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1983,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1982,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1981,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1980,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1979,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1978,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1977,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1976,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1975,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1974,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1973,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1972,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1971,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1970,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1969,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1968,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1967,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1966,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1965,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1964,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1963,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1962,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,1961,Arable land (hectares),AG.LND.ARBL.HA,4000
Liechtenstein,LIE,2021,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0441529273646062
Liechtenstein,LIE,2020,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0444718644764916
Liechtenstein,LIE,2019,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0448616549542307
Liechtenstein,LIE,2018,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0454949537206505
Liechtenstein,LIE,2017,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0460987303092566
Liechtenstein,LIE,2016,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0471948244776753
Liechtenstein,LIE,2015,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0482743905691577
Liechtenstein,LIE,2014,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0491301546391753
Liechtenstein,LIE,2013,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0524551157257192
Liechtenstein,LIE,2012,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0564694328504788
Liechtenstein,LIE,2011,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0605860321656753
Liechtenstein,LIE,2010,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0646826939092777
Liechtenstein,LIE,2009,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.068826590565721
Liechtenstein,LIE,2008,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0730132777041694
Liechtenstein,LIE,2007,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0771368612103681
Liechtenstein,LIE,2006,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0813425807004024
Liechtenstein,LIE,2005,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0857479929790234
Liechtenstein,LIE,2004,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0902836241182106
Liechtenstein,LIE,2003,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0950732122421433
Liechtenstein,LIE,2002,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.100017807324746
Liechtenstein,LIE,2001,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.11749111285172
Liechtenstein,LIE,2000,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.122530249655384
Liechtenstein,LIE,1999,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.124142639893237
Liechtenstein,LIE,1998,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.126310471138057
Liechtenstein,LIE,1997,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.128073770491803
Liechtenstein,LIE,1996,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.128895047207811
Liechtenstein,LIE,1995,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.129971406290616
Liechtenstein,LIE,1994,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.131276665572694
Liechtenstein,LIE,1993,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.132938947788228
Liechtenstein,LIE,1992,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.13501198231343
Liechtenstein,LIE,1991,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.136944092574207
Liechtenstein,LIE,1990,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.139169160114119
Liechtenstein,LIE,1989,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.141257901613872
Liechtenstein,LIE,1988,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.1431229426077
Liechtenstein,LIE,1987,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.145153681460246
Liechtenstein,LIE,1986,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.146853660327484
Liechtenstein,LIE,1985,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.148820596770593
Liechtenstein,LIE,1984,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.150398556173861
Liechtenstein,LIE,1983,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.151251607048325
Liechtenstein,LIE,1982,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.152351932965149
Liechtenstein,LIE,1981,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.155805710279282
Liechtenstein,LIE,1980,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.156788962057071
Liechtenstein,LIE,1979,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.156402737047898
Liechtenstein,LIE,1978,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.159821000479463
Liechtenstein,LIE,1977,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.163652728909255
Liechtenstein,LIE,1976,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.166264859921856
Liechtenstein,LIE,1975,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.167743017696888
Liechtenstein,LIE,1974,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.170568419257175
Liechtenstein,LIE,1973,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.175554092604784
Liechtenstein,LIE,1972,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.180733779143322
Liechtenstein,LIE,1971,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.185185185185185
Liechtenstein,LIE,1970,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.189214758751183
Liechtenstein,LIE,1969,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.189717321191425
Liechtenstein,LIE,1968,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.191984641228702
Liechtenstein,LIE,1967,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.198265179677819
Liechtenstein,LIE,1966,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.203977562468129
Liechtenstein,LIE,1965,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.208387600937744
Liechtenstein,LIE,1964,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.21327645961077
Liechtenstein,LIE,1963,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.221079975681203
Liechtenstein,LIE,1962,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.229318351201055
Liechtenstein,LIE,1961,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.237008947087753
Liechtenstein,LIE,2022,Arable land (% of land area),AG.LND.ARBL.ZS,10.8125
Liechtenstein,LIE,2021,Arable land (% of land area),AG.LND.ARBL.ZS,10.8125
Liechtenstein,LIE,2020,Arable land (% of land area),AG.LND.ARBL.ZS,10.8125
Liechtenstein,LIE,2019,Arable land (% of land area),AG.LND.ARBL.ZS,10.8125
Liechtenstein,LIE,2018,Arable land (% of land area),AG.LND.ARBL.ZS,10.875
Liechtenstein,LIE,2017,Arable land (% of land area),AG.LND.ARBL.ZS,10.9375
Liechtenstein,LIE,2016,Arable land (% of land area),AG.LND.ARBL.ZS,11.125
Liechtenstein,LIE,2015,Arable land (% of land area),AG.LND.ARBL.ZS,11.3125
Liechtenstein,LIE,2014,Arable land (% of land area),AG.LND.ARBL.ZS,11.4375
Liechtenstein,LIE,2013,Arable land (% of land area),AG.LND.ARBL.ZS,12.125
Liechtenstein,LIE,2012,Arable land (% of land area),AG.LND.ARBL.ZS,12.9375
Liechtenstein,LIE,2011,Arable land (% of land area),AG.LND.ARBL.ZS,13.75
Liechtenstein,LIE,2010,Arable land (% of land area),AG.LND.ARBL.ZS,14.5625
Liechtenstein,LIE,2009,Arable land (% of land area),AG.LND.ARBL.ZS,15.375
Liechtenstein,LIE,2008,Arable land (% of land area),AG.LND.ARBL.ZS,16.1875
Liechtenstein,LIE,2007,Arable land (% of land area),AG.LND.ARBL.ZS,17
Liechtenstein,LIE,2006,Arable land (% of land area),AG.LND.ARBL.ZS,17.8125
Liechtenstein,LIE,2005,Arable land (% of land area),AG.LND.ARBL.ZS,18.625
Liechtenstein,LIE,2004,Arable land (% of land area),AG.LND.ARBL.ZS,19.4375
Liechtenstein,LIE,2003,Arable land (% of land area),AG.LND.ARBL.ZS,20.25
Liechtenstein,LIE,2002,Arable land (% of land area),AG.LND.ARBL.ZS,21.0625
Liechtenstein,LIE,2001,Arable land (% of land area),AG.LND.ARBL.ZS,24.375
Liechtenstein,LIE,2000,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1999,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1998,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1997,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1996,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1995,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1994,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1993,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1992,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1991,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1990,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1989,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1988,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1987,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1986,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1985,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1984,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1983,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1982,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1981,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1980,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1979,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1978,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1977,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1976,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1975,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1974,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1973,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1972,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1971,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1970,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1969,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1968,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1967,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1966,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1965,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1964,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1963,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1962,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,1961,Arable land (% of land area),AG.LND.ARBL.ZS,25
Liechtenstein,LIE,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,0
Liechtenstein,LIE,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,0
